created_at,user/id,user/id_str,user/name,user/screen_name,user/location,user/description,user/url,user/protected,user/followers_count,user/friends_count,user/listed_count,user/created_at,user/favourites_count,user/utc_offset,user/time_zone,user/geo_enabled,user/verified,user/statuses_count,user/lang,user/contributors_enabled,user/is_translator,user/is_translation_enabled,user/profile_background_color,user/profile_background_image_url,user/profile_background_image_url_https,user/profile_background_tile,user/profile_image_url,user/profile_image_url_https,user/profile_banner_url,user/profile_link_color,user/profile_sidebar_border_color,user/profile_sidebar_fill_color,user/profile_text_color,user/profile_use_background_image,user/has_extended_profile,user/default_profile,user/default_profile_image,user/following,user/follow_request_sent,user/notifications,user/translator_type,label,user/entities/url/urls/0/url,user/entities/url/urls/0/expanded_url,user/entities/url/urls/0/display_url,user/entities/url/urls/0/indices/0,user/entities/url/urls/0/indices/1,user/entities/description/urls/0/url,user/entities/description/urls/0/expanded_url,user/entities/description/urls/0/display_url,user/entities/description/urls/0/indices/0,user/entities/description/urls/0/indices/1,user/entities/description/urls/1/url,user/entities/description/urls/1/expanded_url,user/entities/description/urls/1/display_url,user/entities/description/urls/1/indices/0,user/entities/description/urls/1/indices/1,user/entities/description/urls/2/url,user/entities/description/urls/2/expanded_url,user/entities/description/urls/2/display_url,user/entities/description/urls/2/indices/0,user/entities/description/urls/2/indices/1,user/entities/description/urls/3/url,user/entities/description/urls/3/expanded_url,user/entities/description/urls/3/display_url,user/entities/description/urls/3/indices/0,user/entities/description/urls/3/indices/1,user/entities/description/urls/4/url,user/entities/description/urls/4/expanded_url,user/entities/description/urls/4/display_url,user/entities/description/urls/4/indices/0,user/entities/description/urls/4/indices/1
Mon Nov 05 10:13:09 +0000 2018,1342207069,1342207069,*********,btaaal444,,ا,https://t.co/KIhvpIbOlL,false,96661,101216,81,Wed Apr 10 15:34:20 +0000 2013,2328,,,false,false,60305,ar,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1063525495130779658/C2Os64pv_normal.jpg,https://pbs.twimg.com/profile_images/1063525495130779658/C2Os64pv_normal.jpg,https://pbs.twimg.com/profile_banners/1342207069/1542399213,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,https://t.co/KIhvpIbOlL,http://btaaal444.Sarahah.com,btaaal444.Sarahah.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 23:26:48 +0000 2019,422398976,422398976,صحيح البخاري ومسلم,ala7adeth,المملكة العربية السعودية,حساب دعوي يهتم بنشر الأحاديث الصحيحة في كتب صحيح البخاري ومسلم وغيرهما من الأحاديث الصحيحة ،,,false,1248044,107,2514,Sun Nov 27 06:27:49 +0000 2011,248,,,false,false,83056,ar,false,false,false,1E1F1A,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,false,http://pbs.twimg.com/profile_images/1021475545694044160/CaSjTJlb_normal.jpg,https://pbs.twimg.com/profile_images/1021475545694044160/CaSjTJlb_normal.jpg,https://pbs.twimg.com/profile_banners/422398976/1509483930,2FC2EF,FFFFFF,DDEEF6,333333,true,true,false,false,false,false,false,regular,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 23:00:00 +0000 2019,366075666,366075666,INTT,INTToficial,"Caracas, Venezuela","Cuenta Oficial  del Instituto Nacional de Transporte Terrestre, ente adscrito al Ministerio del Poder Popular para el Transporte.",http://t.co/XBxPeQXoqN,false,114772,821,519,Thu Sep 01 14:42:31 +0000 2011,2009,,,false,false,68009,es,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1082653725573943298/z2RSyytb_normal.jpg,https://pbs.twimg.com/profile_images/1082653725573943298/z2RSyytb_normal.jpg,https://pbs.twimg.com/profile_banners/366075666/1546959721,41D1DB,000000,DDEEF6,333333,true,true,false,false,false,false,false,none,bot,http://t.co/XBxPeQXoqN,http://www.intt.gob.ve/,intt.gob.ve,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:51:24 +0000 2019,86896038,86896038,balonazos.com,Balonazos,Venezuela,Toda la información del fútbol venezolano al día. Medio Alternativo más Destacado de las Temporadas 2011-2012 / 2012-2013 y 2013-2014 por la CTN de la FVF.,http://t.co/YRjCO1CC41,false,120739,451,857,Mon Nov 02 07:47:34 +0000 2009,55,,,true,false,254323,es,false,false,false,38531D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1082960250179866625/-txSudTz_normal.jpg,https://pbs.twimg.com/profile_images/1082960250179866625/-txSudTz_normal.jpg,https://pbs.twimg.com/profile_banners/86896038/1547032939,3CA300,FFFFFF,DDEEF6,333333,true,false,false,false,false,false,false,none,bot,http://t.co/YRjCO1CC41,http://www.balonazos.com,balonazos.com,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Jan 06 07:36:54 +0000 2019,39255637,39255637,Shivam,rowdy_ratnani,India,Trying to be cool on twitter after it stopped being cool. Reviewer-in-Chief @thishandleisok.,https://t.co/643kL7sRtR,false,933,772,71,Mon May 11 13:59:03 +0000 2009,800,,,true,false,20692,en,false,false,false,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,false,http://pbs.twimg.com/profile_images/966962344747139074/JE-QbOqf_normal.jpg,https://pbs.twimg.com/profile_images/966962344747139074/JE-QbOqf_normal.jpg,https://pbs.twimg.com/profile_banners/39255637/1453068446,FA743E,000000,EFEFEF,333333,true,true,false,false,false,false,false,regular,bot,https://t.co/643kL7sRtR,http://shivratnani.wordpress.com,shivratnani.wordpress.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Jan 20 10:30:43 +0000 2017,1584766429,1584766429,﴿ صدقة جارية ﴾,hu_70,,استغفر الله العلي العظيم وأتوب إليه,,false,231772,119,55,Thu Jul 11 03:58:56 +0000 2013,124,,,false,false,53289,ar,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/719251016101797888/egoAMlGV_normal.jpg,https://pbs.twimg.com/profile_images/719251016101797888/egoAMlGV_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 18:56:50 +0000 2019,826754628,826754628,شبكة عقارات المملكة,aqrksa,,"حمل تطبيقنا المناسب لهاتفك أو أفتح موقعنا الالكتروني وسوق عقاراتك على الجمهور مباشرة بكل سهولة لأعلان والاستفسار التواصل
0502713451",https://t.co/KTgcRXGmCj,false,118887,1256,166,Sun Sep 16 08:39:00 +0000 2012,341,,,false,false,25222,ar,false,false,false,000000,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,false,http://pbs.twimg.com/profile_images/1041313874065154049/v6zqHpEk_normal.jpg,https://pbs.twimg.com/profile_images/1041313874065154049/v6zqHpEk_normal.jpg,https://pbs.twimg.com/profile_banners/826754628/1537740454,19CF86,000000,000000,000000,false,true,false,false,false,false,false,none,bot,https://t.co/KTgcRXGmCj,http://aqrksa.co,aqrksa.co,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 20:08:29 +0000 2019,16193578,16193578,Victoria's Secret,VictoriasSecret,,Confidence is sexy. #WearItDaily,https://t.co/JD2gltsTN5,false,11228810,1241,10373,Mon Sep 08 22:48:02 +0000 2008,2504,,,true,true,158744,en,false,false,false,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/542675764026429440/gPXHFroZ_normal.png,https://pbs.twimg.com/profile_images/542675764026429440/gPXHFroZ_normal.png,https://pbs.twimg.com/profile_banners/16193578/1547579303,000000,FFFFFF,DDEEF6,333333,false,false,false,false,false,false,false,regular,bot,https://t.co/JD2gltsTN5,http://www.victoriassecret.com,victoriassecret.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 17:00:58 +0000 2019,619465123,619465123,Actualisimo,actualisimo,Latinoamerica,"Cubrimos lo que es noticia en América y el resto del mundo. Mantente actual, mantente actualisimo. Publicidad: actualisimo@hotmail.com",,false,99528,3901,272,Tue Jun 26 22:08:39 +0000 2012,128,,,false,false,217432,es,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/591823177929621504/XFdKriNO_normal.jpg,https://pbs.twimg.com/profile_images/591823177929621504/XFdKriNO_normal.jpg,https://pbs.twimg.com/profile_banners/619465123/1429937380,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Nov 02 09:19:47 +0000 2016,341375420,341375420,News In SG,NewsInSG,Singapore,Comprehensive & Consolidated News on Singapore. Follow us for the latest news and happenings in Singapore!,,false,1182,8,46,Sun Jul 24 07:58:38 +0000 2011,0,,,false,false,59904,en,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1458025002/Picture2_normal.png,https://pbs.twimg.com/profile_images/1458025002/Picture2_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 14:22:44 +0000 2019,925537664,925537664,よーか@尾道＊VANTELIN’sﾏﾈｰｼﾞｬｰ,happyswing1970,猫の肉球の隙間,"ダンナさん（ける）とネコ4匹（ふく、れん、とわ、まる）で尾道に住んでます♪
趣味はダイエット、特技はリバウンド。
座右の銘は『死ぬこと以外かすり傷』
2013.9.25～福島県福島市。
2016.8.11～広島県尾道市。",https://t.co/Y52igZziz0,false,1120,996,27,Sun Nov 04 15:16:50 +0000 2012,878,,,true,false,127786,ja,false,false,false,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,true,http://pbs.twimg.com/profile_images/935466654762283010/O0KBEByr_normal.jpg,https://pbs.twimg.com/profile_images/935466654762283010/O0KBEByr_normal.jpg,https://pbs.twimg.com/profile_banners/925537664/1511867914,0099B9,FFFFFF,95E8EC,3C3940,true,true,false,false,false,false,false,none,bot,https://t.co/Y52igZziz0,https://www.instagram.com/happyswing1970/,instagram.com/happyswing1970/,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 19:55:46 +0000 2019,2481764343,2481764343,indiara,i30481760,"Rio de Janeiro, Brasil",Flameguista. Querendo viver sem medo de se arrepender e ser feliz. 👭💘#Comprometida❤💕👭😎😉💍#Resistência,,false,843,1390,3,Sun Apr 13 15:09:20 +0000 2014,43920,,,true,false,56262,pt,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/1084489154245918720/-NI5F6X9_normal.jpg,https://pbs.twimg.com/profile_images/1084489154245918720/-NI5F6X9_normal.jpg,https://pbs.twimg.com/profile_banners/2481764343/1452367422,1DA1F2,C0DEED,DDEEF6,333333,true,false,true,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Sep 23 14:33:16 +0000 2017,37260832,37260832,Maris,BeautyBBlog,,"I love to sleep, talk sarcasm, cuddle cats, drink decent amounts of coffee, be special and blog about things I love. Doesn't get any deeper than that!",http://t.co/UdlGLfy2jv,false,813,62,32,Sat May 02 19:13:56 +0000 2009,92,,,false,false,1913,en,false,false,false,9BD0BE,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,true,http://pbs.twimg.com/profile_images/809598692433035264/CfU5jp-S_normal.jpg,https://pbs.twimg.com/profile_images/809598692433035264/CfU5jp-S_normal.jpg,https://pbs.twimg.com/profile_banners/37260832/1498345630,AC94A3,FFFFFF,F0C8B3,ED8C74,false,false,false,false,false,false,false,none,bot,http://t.co/UdlGLfy2jv,http://www.beautybubbleblog.com,beautybubbleblog.com,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov 26 03:38:10 +0000 2018,1245496057,1245496057,Akshay Kumar Mangla,kumarmangla,"Faridabad, Haryana, India","Digital Marketing Executive, @TechsWindow",https://t.co/FsQt98x67O,false,1056,288,2917,Wed Mar 06 07:22:28 +0000 2013,360,,,true,false,854542,en,false,false,true,5B356E,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,true,http://pbs.twimg.com/profile_images/900209477101682688/4TERUteJ_normal.jpg,https://pbs.twimg.com/profile_images/900209477101682688/4TERUteJ_normal.jpg,https://pbs.twimg.com/profile_banners/1245496057/1537360479,FA743E,D4F8FF,E3D15B,DE4E4E,true,true,false,false,false,false,false,none,bot,https://t.co/FsQt98x67O,https://akshaymangla.wordpress.com/,akshaymangla.wordpress.com,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 04:13:35 +0000 2019,1587497743,1587497743,Grand Metropolitan,GrandMetMall,"Bekasi, West Java",Official Account Grand Metropolitan Bekasi | Like our fanpage : Grand Metropolitan & Instagram : grandmetropolitan | (021) 29464646,,false,29593,4843,31,Fri Jul 12 03:26:52 +0000 2013,226,,,true,false,12916,id,false,false,false,BD8960,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,true,http://pbs.twimg.com/profile_images/760665025304338432/omD5XTKy_normal.jpg,https://pbs.twimg.com/profile_images/760665025304338432/omD5XTKy_normal.jpg,https://pbs.twimg.com/profile_banners/1587497743/1540431544,F5900C,FFFFFF,DDEEF6,333333,true,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 22:01:11 +0000 2019,170568448,170568448,글러먹은 미식가,AKAsuekun,,프로필에 자기소개를 해보세요,,false,1032,635,22,Sun Jul 25 05:11:49 +0000 2010,11612,,,true,false,275694,ko,false,false,false,000000,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,false,http://pbs.twimg.com/profile_images/1085904310636969985/AYOxWJiw_normal.jpg,https://pbs.twimg.com/profile_images/1085904310636969985/AYOxWJiw_normal.jpg,https://pbs.twimg.com/profile_banners/170568448/1541043648,E81C4F,000000,000000,000000,false,true,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Jan 17 06:11:22 +0000 2019,2185879122,2185879122,P. R A S E T Y A,iTweetGue,Bandung in LOVE,Kamu Adalah Alasan Kenapa Mantanku Diciptakan! ❤❤,https://t.co/Ze9ESujXoV,false,64201,810,9974,Sun Nov 10 07:59:44 +0000 2013,808,,,false,false,106826,id,false,false,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/993491099166490625/ZQSR6RBw_normal.jpg,https://pbs.twimg.com/profile_images/993491099166490625/ZQSR6RBw_normal.jpg,https://pbs.twimg.com/profile_banners/2185879122/1525701711,0084B4,FFFFFF,DDEEF6,333333,true,false,false,false,false,false,false,regular,bot,https://t.co/Ze9ESujXoV,https://inbuzz.co.id/t/2185879122,inbuzz.co.id/t/2185879122,0,23,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Jan 18 15:32:14 +0000 2019,247062249,247062249,Helena,healthandus,,common sense health tips for everyday life by everyday people,,false,97068,73119,690,Fri Feb 04 00:50:34 +0000 2011,407,,,false,false,697,en,false,false,false,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/2176729631/Matisse_woman_normal.jpg,https://pbs.twimg.com/profile_images/2176729631/Matisse_woman_normal.jpg,,ABB8C2,000000,000000,000000,false,false,false,false,false,false,false,none,bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Jan 21 20:48:42 +0000 2019,35737385,35737385,BTCare,BTCare,United Kingdom,"The BTCare account is closing soon! For service, news and updates please tweet or message @bt_uk",http://t.co/TffL9D8PbQ,false,129521,3232,744,Mon Apr 27 13:13:37 +0000 2009,4480,,,false,true,1600979,en,false,false,false,D1DBDB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,http://pbs.twimg.com/profile_images/892330350839517184/qLG0E0g9_normal.jpg,https://pbs.twimg.com/profile_images/892330350839517184/qLG0E0g9_normal.jpg,https://pbs.twimg.com/profile_banners/35737385/1465804852,109CD5,FFFFFF,F0F1EE,333333,true,false,false,false,false,false,false,none,bot,http://t.co/TffL9D8PbQ,http://www.bt.com/help,bt.com/help,0,22,,,,,,,,,,,,,,,,,,,,,,,,,
